dataset_name,model_type,error_bound,epochs,memory,horizon,batch_size,hidden_size,train_rmse,rmse,rmse_on_raw,train_start,lr,lr_gamma
lg_only,turbo_lstm,0,15,60,30,512,16,0.1425596922636032,0.1289227827741442,0.1289227827741442,2021-10-20 09:41:31.080026,0.005,0.9
lg_only,turbo_lstm,1,15,60,30,512,16,0.1462530940771103,0.1312356641714781,0.1301785038209227,2021-10-20 09:50:26.087001,0.005,0.9
lg_only,turbo_lstm,2,15,60,30,512,16,0.1481319218873977,0.1333696519055125,0.1297223071779485,2021-10-20 09:58:13.593168,0.005,0.9
lg_only,turbo_lstm,5,15,60,30,512,16,0.1479188948869705,0.1306386245073914,0.1303818465320965,2021-10-20 10:05:53.516610,0.005,0.9
lg_only,turbo_lstm,10,15,60,30,512,16,0.1495607197284698,0.1315551411317577,0.1318041250240514,2021-10-20 10:13:15.650651,0.005,0.9
lg_only,turbo_lstm,25,15,60,30,512,16,0.1503418236970901,0.1369740817274102,0.1323826354283286,2021-10-20 10:20:37.209603,0.005,0.9
lg_only,turbo_lstm,50,15,60,30,512,16,0.1520109325647354,0.1417245634426995,0.1329716689678479,2021-10-20 10:27:58.655815,0.005,0.9
lg_only,turbo_lstm,-1,15,60,30,512,16,0.1424209922552108,0.1284549335453513,0.1284549335453513,2021-10-20 10:35:20.363636,0.005,0.9
lg_v3_d5,turbo_lstm,0,15,60,30,512,16,0.1525278985500335,0.1400723829370327,0.1341867723874067,2021-10-20 10:42:42.402851,0.005,0.9
lg_v3_d5,turbo_lstm,1,15,60,30,512,16,0.1621783673763275,0.1472985902504416,0.1423141040939401,2021-10-20 10:50:03.237829,0.005,0.9
lg_v3_d5,turbo_lstm,2,15,60,30,512,16,0.1755645871162414,0.1680129723674011,0.1409071280751496,2021-10-20 10:57:24.790573,0.005,0.9
lg_v3_d5,turbo_lstm,5,15,60,30,512,16,0.1769534349441528,0.1847008768112389,0.1397343368033318,2021-10-20 11:04:45.782818,0.005,0.9
lg_v3_d5,turbo_lstm,10,15,60,30,512,16,0.1835365444421768,0.1988288956414995,0.144383994996735,2021-10-20 11:12:07.865125,0.005,0.9
lg_v3_d5,turbo_lstm,25,15,60,30,512,16,0.1818635463714599,0.1872263445876435,0.1404914300613248,2021-10-20 11:19:29.200527,0.005,0.9
lg_v3_d5,turbo_lstm,50,15,60,30,512,16,0.1785938292741775,0.1864158784548158,0.1401580807858819,2021-10-20 11:26:50.831201,0.005,0.9
lg_v3_d5,turbo_lstm,-1,15,60,30,512,16,0.1422918140888214,0.128823400526007,0.128823400526007,2021-10-20 11:34:12.081746,0.005,0.9
lg_v3_d10,turbo_lstm,0,15,60,30,512,16,0.1499654948711395,0.1467318336504349,0.1309658481891923,2021-10-20 11:41:56.728552,0.005,0.9
lg_v3_d10,turbo_lstm,1,15,60,30,512,16,0.150501012802124,0.1583450775671956,0.1361652911003913,2021-10-20 11:49:40.187636,0.005,0.9
lg_v3_d10,turbo_lstm,2,15,60,30,512,16,0.1510163396596908,0.1405461976695886,0.1329944722416496,2021-10-20 11:57:23.128070,0.005,0.9
lg_v3_d10,turbo_lstm,5,15,60,30,512,16,0.1425372511148452,0.1367981705819191,0.1330052953909125,2021-10-20 12:05:04.912365,0.005,0.9
lg_v3_d10,turbo_lstm,10,15,60,30,512,16,0.1337160021066665,0.1238829539464341,0.1321820490220197,2021-10-20 12:12:46.848899,0.005,0.9
lg_v3_d10,turbo_lstm,25,15,60,30,512,16,0.1325698643922805,0.1193315438340304,0.1305751822538284,2021-10-20 12:20:24.879474,0.005,0.9
lg_v3_d10,turbo_lstm,50,15,60,30,512,16,0.130214661359787,0.1211621466220991,0.1323316406404717,2021-10-20 12:27:46.999759,0.005,0.9
lg_v3_d10,turbo_lstm,-1,15,60,30,512,16,0.1429737359285354,0.1285963345090001,0.1285963345090001,2021-10-20 12:35:09.792944,0.005,0.9
lg_v3_d25,turbo_lstm,0,15,60,30,512,16,0.1488332152366638,0.1410685744255314,0.1302184659004423,2021-10-20 12:42:32.410686,0.005,0.9
lg_v3_d25,turbo_lstm,1,15,60,30,512,16,0.1441724896430969,0.1327574704258932,0.1308293599663566,2021-10-20 12:49:55.074159,0.005,0.9
lg_v3_d25,turbo_lstm,2,15,60,30,512,16,0.1376600116491317,0.1393501778970386,0.1318474202902944,2021-10-20 12:57:16.523326,0.005,0.9
lg_v3_d25,turbo_lstm,5,15,60,30,512,16,0.1365529894828796,0.1210306059288672,0.1304944115483831,2021-10-20 13:04:38.820901,0.005,0.9
