dataset_name,model_type,error_bound,epochs,memory,horizon,batch_size,hidden_size,train_rmse,rmse,rmse_on_raw,train_start,lr,lr_gamma
lg_v3_d25,turbo_lstm,10,15,60,30,512,16,0.1318999081850052,0.1192062816118453,0.1312946125284921,2021-10-20 13:12:01.097124,0.005,0.9
lg_v3_d25,turbo_lstm,25,15,60,30,512,16,0.1295844912528991,0.1154489614258349,0.130333372662525,2021-10-20 13:19:22.448564,0.005,0.9
lg_v3_d25,turbo_lstm,50,15,60,30,512,16,0.128273993730545,0.1158563575062872,0.131909323694754,2021-10-20 13:26:44.083878,0.005,0.9
lg_v3_d25,turbo_lstm,-1,15,60,30,512,16,0.1427017599344253,0.1283662033389691,0.1283662033389691,2021-10-20 13:34:05.286808,0.005,0.9
pmc_only,turbo_lstm,0,15,60,30,512,16,0.1428961455821991,0.1288692342049383,0.1288692342049383,2021-10-20 13:41:26.907730,0.005,0.9
pmc_only,turbo_lstm,1,15,60,30,512,16,0.1424841582775116,0.1287425185610271,0.1289071579516291,2021-10-20 13:48:46.846186,0.005,0.9
pmc_only,turbo_lstm,2,15,60,30,512,16,0.142048567533493,0.1286099796208012,0.1287895235496348,2021-10-20 13:56:08.164222,0.005,0.9
pmc_only,turbo_lstm,5,15,60,30,512,16,0.1420736461877823,0.1292156948839102,0.12954331878914,2021-10-20 14:03:30.031829,0.005,0.9
pmc_only,turbo_lstm,10,15,60,30,512,16,0.1412716060876846,0.1276110979080898,0.1287087693522887,2021-10-20 14:10:51.920583,0.005,0.9
pmc_only,turbo_lstm,25,15,60,30,512,16,0.1410725563764572,0.127534199818814,0.1290990107011306,2021-10-20 14:18:13.550197,0.005,0.9
pmc_only,turbo_lstm,50,15,60,30,512,16,0.138712391257286,0.1211249837029801,0.1281307218242017,2021-10-20 14:25:36.444720,0.005,0.9
pmc_only,turbo_lstm,-1,15,60,30,512,16,0.14281004667282104,0.12878297697764282,0.12878297697764282,2021-10-20 14:32:58.210031,0.005,0.9
